LOCATION CODE|COUNTY|AREA NAME|REGION|SCHOOL YEARS|NO. OVERWEIGHT|PCT OVERWEIGHT|NO. OBESE|PCT OBESE|NO. OVERWEIGHT OR OBESE|PCT OVERWEIGHT OR OBESE|GRADE LEVEL|AREA TYPE|STREET ADDRESS|CITY|STATE|ZIP CODE|Location 1
431101|ONTARIO|MANCHESTER-SHORTSVILLE SCHOOL DISTRICT|FINGER LAKES|2012-2013|27.0|15.9%|42.0|24.7%|69.0|40.6%|ELEMENTARY|SCHOOL DISTRICT|1506 RT 21|SHORTSVILLE|NY|14548.0|"1506 RT 21
SHORTSVILLE, NY 14548
(42.9597192490005, -77.23029804499964)"
431101|ONTARIO|MANCHESTER-SHORTSVILLE SCHOOL DISTRICT|FINGER LAKES|2012-2013|17.0|16.7%|18.0|17.6%|35.0|34.3%|MIDDLE/HIGH|SCHOOL DISTRICT|1506 RT 21|SHORTSVILLE|NY|14548.0|"1506 RT 21
SHORTSVILLE, NY 14548
(42.9597192490005, -77.23029804499964)"
431201|ONTARIO|NAPLES CENTRAL SCHOOL|FINGER LAKES|2012-2013|42.0|14.3%|36.0|12.2%|78.0|26.5%|DISTRICT TOTAL|SCHOOL DISTRICT|136 N MAIN ST|NAPLES|NY|14512.0|"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431201|ONTARIO|NAPLES CENTRAL SCHOOL|FINGER LAKES|2012-2013|22.0|12.3%|16.0|8.9%|38.0|21.2%|ELEMENTARY|SCHOOL DISTRICT|136 N MAIN ST|NAPLES|NY|14512.0|"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431201|ONTARIO|NAPLES CENTRAL SCHOOL|FINGER LAKES|2012-2013|20.0|17.4%|20.0|17.4%|40.0|34.8%|MIDDLE/HIGH|SCHOOL DISTRICT|136 N MAIN ST|NAPLES|NY|14512.0|"136 N MAIN ST
NAPLES, NY 14512
(42.614181045000464, -77.40324402299967)"
431701|ONTARIO|VICTOR CENTRAL SCHOOL|FINGER LAKES|2012-2013|205.0|15.1%|101.0|7.4%|306.0|22.5%|DISTRICT TOTAL|SCHOOL DISTRICT|953 HIGH ST|VICTOR|NY|14564.0|"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
431701|ONTARIO|VICTOR CENTRAL SCHOOL|FINGER LAKES|2012-2013|129.0|15.8%|44.0|5.4%|173.0|21.3%|ELEMENTARY|SCHOOL DISTRICT|953 HIGH ST|VICTOR|NY|14564.0|"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
431701|ONTARIO|VICTOR CENTRAL SCHOOL|FINGER LAKES|2012-2013|76.0|14%|57.0|10.5%|133.0|24.4%|MIDDLE/HIGH|SCHOOL DISTRICT|953 HIGH ST|VICTOR|NY|14564.0|"953 HIGH ST
VICTOR, NY 14564
(42.991357451000454, -77.41849216799966)"
440102|ORANGE|WASHINGTONVILLE CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|234.0|16.3%|215.0|15%|449.0|31.3%|DISTRICT TOTAL|SCHOOL DISTRICT|52 W MAIN ST|WASHINGTONVILLE|NY|10992.0|"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440102|ORANGE|WASHINGTONVILLE CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|132.0|16.2%|115.0|14.1%|247.0|30.4%|ELEMENTARY|SCHOOL DISTRICT|52 W MAIN ST|WASHINGTONVILLE|NY|10992.0|"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440102|ORANGE|WASHINGTONVILLE CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|102.0|16.5%|100.0|16.1%|202.0|32.6%|MIDDLE/HIGH|SCHOOL DISTRICT|52 W MAIN ST|WASHINGTONVILLE|NY|10992.0|"52 W MAIN ST
WASHINGTONVILLE, NY 10992
(41.427818190000494, -74.16328566999965)"
440201|ORANGE|CHESTER UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|38.0|15.5%|35.0|14.3%|73.0|29.8%|DISTRICT TOTAL|SCHOOL DISTRICT|64 HAMBLETONIAN AVE|CHESTER|NY|10918.0|"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440201|ORANGE|CHESTER UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|26.0|15.8%|20.0|12.1%|46.0|27.9%|ELEMENTARY|SCHOOL DISTRICT|64 HAMBLETONIAN AVE|CHESTER|NY|10918.0|"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440201|ORANGE|CHESTER UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|12.0|15%|15.0|18.8%|27.0|33.8%|MIDDLE/HIGH|SCHOOL DISTRICT|64 HAMBLETONIAN AVE|CHESTER|NY|10918.0|"64 HAMBLETONIAN AVE
CHESTER, NY 10918
(41.368801773000484, -74.27878694199967)"
440301|ORANGE|CORNWALL CENTRAL SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|136.0|14.3%|134.0|14%|270.0|28.3%|DISTRICT TOTAL|SCHOOL DISTRICT|24 IDLEWILD AVE|CORNWALL ON HUDSON|NY|12520.0|"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440301|ORANGE|CORNWALL CENTRAL SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|85.0|15.4%|73.0|13.2%|158.0|28.6%|ELEMENTARY|SCHOOL DISTRICT|24 IDLEWILD AVE|CORNWALL ON HUDSON|NY|12520.0|"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440301|ORANGE|CORNWALL CENTRAL SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|51.0|12.7%|61.0|15.2%|112.0|27.9%|MIDDLE/HIGH|SCHOOL DISTRICT|24 IDLEWILD AVE|CORNWALL ON HUDSON|NY|12520.0|"24 IDLEWILD AVE
CORNWALL ON HUDSON, NY 12520
(41.445786873000486, -74.01666933199965)"
440901|ORANGE|HIGHLAND FALLS CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|35.0|18.8%|23.0|12.4%|58.0|31.2%|DISTRICT TOTAL|SCHOOL DISTRICT|21 MORGAN RD|FORT MONTGOMERY|NY|10922.0|"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
440901|ORANGE|HIGHLAND FALLS CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|18.0|17%|12.0|11.3%|30.0|28.3%|ELEMENTARY|SCHOOL DISTRICT|21 MORGAN RD|FORT MONTGOMERY|NY|10922.0|"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
440901|ORANGE|HIGHLAND FALLS CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|17.0|21.3%|11.0|13.8%|28.0|35%|MIDDLE/HIGH|SCHOOL DISTRICT|21 MORGAN RD|FORT MONTGOMERY|NY|10922.0|"21 MORGAN RD
FORT MONTGOMERY, NY 10922
(41.336059667000484, -73.98049805299968)"
441101|ORANGE|MINISINK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|121.0|15.6%|142.0|18.3%|263.0|33.9%|DISTRICT TOTAL|SCHOOL DISTRICT|2320 RT 6|SLATE HILL|NY|10973.0|"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
441101|ORANGE|MINISINK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|64.0|14.4%|81.0|18.3%|145.0|32.7%|ELEMENTARY|SCHOOL DISTRICT|2320 RT 6|SLATE HILL|NY|10973.0|"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
441101|ORANGE|MINISINK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|57.0|17.4%|61.0|18.6%|118.0|36%|MIDDLE/HIGH|SCHOOL DISTRICT|2320 RT 6|SLATE HILL|NY|10973.0|"2320 RT 6
SLATE HILL, NY 10973
(41.390142685000455, -74.47357303899963)"
441201|ORANGE|MONROE WOODBURY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|324.0|15.3%|252.0|11.9%|576.0|27.2%|DISTRICT TOTAL|SCHOOL DISTRICT|278 RT 32-EDUC CTR|CENTRAL VALLEY|NY|10917.0|"278 RT 32-EDUC CTR
CENTRAL VALLEY, NY 10917
(41.33220299700048, -74.12173899699962)"
441201|ORANGE|MONROE WOODBURY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|181.0|14%|138.0|10.7%|319.0|24.7%|ELEMENTARY|SCHOOL DISTRICT|278 RT 32-EDUC CTR|CENTRAL VALLEY|NY|10917.0|"278 RT 32-EDUC CTR
CENTRAL VALLEY, NY 10917
(41.33220299700048, -74.12173899699962)"
441201|ORANGE|MONROE WOODBURY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|143.0|17.4%|114.0|13.8%|257.0|31.2%|MIDDLE/HIGH|SCHOOL DISTRICT|278 RT 32-EDUC CTR|CENTRAL VALLEY|NY|10917.0|"278 RT 32-EDUC CTR
CENTRAL VALLEY, NY 10917
(41.33220299700048, -74.12173899699962)"
441600|ORANGE|NEWBURGH ENLARGED CITY SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|531.0|18.5%|808.0|28.2%|1339.0|46.7%|DISTRICT TOTAL|SCHOOL DISTRICT|124 GRAND ST|NEWBURGH|NY|12550.0|"124 GRAND ST
NEWBURGH, NY 12550
(41.50359800400048, -74.00932353599967)"
441600|ORANGE|NEWBURGH ENLARGED CITY SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|365.0|18.8%|535.0|27.6%|900.0|46.4%|ELEMENTARY|SCHOOL DISTRICT|124 GRAND ST|NEWBURGH|NY|12550.0|"124 GRAND ST
NEWBURGH, NY 12550
(41.50359800400048, -74.00932353599967)"
441600|ORANGE|NEWBURGH ENLARGED CITY SCHOOL DISTRICT|HUDSON VALLEY|2012-2013|166.0|17.9%|273.0|29.4%|439.0|47.4%|MIDDLE/HIGH|SCHOOL DISTRICT|124 GRAND ST|NEWBURGH|NY|12550.0|"124 GRAND ST
NEWBURGH, NY 12550
(41.50359800400048, -74.00932353599967)"
442101|ORANGE|WARWICK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|143.0|13.3%|109.0|10.1%|252.0|23.4%|DISTRICT TOTAL|SCHOOL DISTRICT|225 WEST ST EXT|WARWICK|NY|10990.0|"225 WEST ST EXT
WARWICK, NY 10990
(41.25517113800049, -74.38546120499967)"
442101|ORANGE|WARWICK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|60.0|12%|48.0|9.6%|108.0|21.6%|ELEMENTARY|SCHOOL DISTRICT|225 WEST ST EXT|WARWICK|NY|10990.0|"225 WEST ST EXT
WARWICK, NY 10990
(41.25517113800049, -74.38546120499967)"
442101|ORANGE|WARWICK VALLEY CENTRAL SCHOOL|HUDSON VALLEY|2012-2013|83.0|14.6%|61.0|10.7%|144.0|25.3%|MIDDLE/HIGH|SCHOOL DISTRICT|225 WEST ST EXT|WARWICK|NY|10990.0|"225 WEST ST EXT
WARWICK, NY 10990
(41.25517113800049, -74.38546120499967)"
442115|ORANGE|FLORIDA UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|32.0|17.4%|40.0|21.7%|72.0|39.1%|DISTRICT TOTAL|SCHOOL DISTRICT|51 N MAIN ST|FLORIDA|NY|10921.0|"51 N MAIN ST
FLORIDA, NY 10921
(41.33355116700045, -74.35723659299964)"
442115|ORANGE|FLORIDA UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|21.0|17.6%|25.0|21%|46.0|38.7%|ELEMENTARY|SCHOOL DISTRICT|51 N MAIN ST|FLORIDA|NY|10921.0|"51 N MAIN ST
FLORIDA, NY 10921
(41.33355116700045, -74.35723659299964)"
442115|ORANGE|FLORIDA UNION FREE SCHOOL|HUDSON VALLEY|2012-2013|7.0|11.5%|15.0|24.6%|22.0|36.1%|MIDDLE/HIGH|SCHOOL DISTRICT|51 N MAIN ST|FLORIDA|NY|10921.0|"51 N MAIN ST
FLORIDA, NY 10921
(41.33355116700045, -74.35723659299964)"
450101|ORLEANS|ALBION CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|77.0|16.2%|114.0|24%|191.0|40.2%|DISTRICT TOTAL|SCHOOL DISTRICT|324 EAST AVE|ALBION|NY|14411.0|"324 EAST AVE
ALBION, NY 14411
(43.241143655000485, -78.18539690699964)"
450101|ORLEANS|ALBION CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|40.0|13.9%|64.0|22.2%|104.0|36.1%|ELEMENTARY|SCHOOL DISTRICT|324 EAST AVE|ALBION|NY|14411.0|"324 EAST AVE
ALBION, NY 14411
(43.241143655000485, -78.18539690699964)"
450101|ORLEANS|ALBION CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|37.0|19.8%|50.0|26.7%|87.0|46.5%|MIDDLE/HIGH|SCHOOL DISTRICT|324 EAST AVE|ALBION|NY|14411.0|"324 EAST AVE
ALBION, NY 14411
(43.241143655000485, -78.18539690699964)"
450607|ORLEANS|KENDALL CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|46.0|16.9%|49.0|18%|95.0|34.9%|DISTRICT TOTAL|SCHOOL DISTRICT|1932 KENDALL RD|KENDALL|NY|14476.0|"1932 KENDALL RD
KENDALL, NY 14476
(43.32215818900045, -78.03606324599963)"
450607|ORLEANS|KENDALL CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|25.0|16.4%|26.0|17.1%|51.0|33.6%|ELEMENTARY|SCHOOL DISTRICT|1932 KENDALL RD|KENDALL|NY|14476.0|"1932 KENDALL RD
KENDALL, NY 14476
(43.32215818900045, -78.03606324599963)"
450607|ORLEANS|KENDALL CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|21.0|17.5%|23.0|19.2%|44.0|36.7%|MIDDLE/HIGH|SCHOOL DISTRICT|1932 KENDALL RD|KENDALL|NY|14476.0|"1932 KENDALL RD
KENDALL, NY 14476
(43.32215818900045, -78.03606324599963)"
450704|ORLEANS|HOLLEY CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|81.0|16.5%|116.0|23.6%|197.0|40%|DISTRICT TOTAL|SCHOOL DISTRICT|3800 N MAIN ST|HOLLEY|NY|14470.0|"3800 N MAIN ST
HOLLEY, NY 14470
(43.23289077800047, -78.02657326599967)"
450704|ORLEANS|HOLLEY CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|47.0|15.5%|70.0|23%|117.0|38.5%|ELEMENTARY|SCHOOL DISTRICT|3800 N MAIN ST|HOLLEY|NY|14470.0|"3800 N MAIN ST
HOLLEY, NY 14470
(43.23289077800047, -78.02657326599967)"
450704|ORLEANS|HOLLEY CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|34.0|19%|46.0|25.7%|80.0|44.7%|MIDDLE/HIGH|SCHOOL DISTRICT|3800 N MAIN ST|HOLLEY|NY|14470.0|"3800 N MAIN ST
HOLLEY, NY 14470
(43.23289077800047, -78.02657326599967)"
451001|ORLEANS|LYNDONVILLE CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|22.0|10.8%|37.0|18.2%|59.0|29.1%|DISTRICT TOTAL|SCHOOL DISTRICT|25 HOUSEL AVE|LYNDONVILLE|NY|14098.0|"25 HOUSEL AVE
LYNDONVILLE, NY 14098
(43.32375157700045, -78.39326957899965)"
451001|ORLEANS|LYNDONVILLE CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|16.0|12.9%|23.0|18.5%|39.0|31.5%|ELEMENTARY|SCHOOL DISTRICT|25 HOUSEL AVE|LYNDONVILLE|NY|14098.0|"25 HOUSEL AVE
LYNDONVILLE, NY 14098
(43.32375157700045, -78.39326957899965)"
451001|ORLEANS|LYNDONVILLE CENTRAL SCHOOL|WESTERN NEW YORK|2012-2013|6.0|7.6%|14.0|17.7%|20.0|25.3%|MIDDLE/HIGH|SCHOOL DISTRICT|25 HOUSEL AVE|LYNDONVILLE|NY|14098.0|"25 HOUSEL AVE
LYNDONVILLE, NY 14098
(43.32375157700045, -78.39326957899965)"
460102|OSWEGO|ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.|CENTRAL NEW YORK|2012-2013|89.0|22.7%|106.0|27%|195.0|49.7%|DISTRICT TOTAL|SCHOOL DISTRICT|639 COUNTY RT 22|PARISH|NY|13131.0|"639 COUNTY RT 22
PARISH, NY 13131
(43.44325357200046, -76.05212215399968)"
460102|OSWEGO|ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.|CENTRAL NEW YORK|2012-2013|50.0|21.5%|62.0|26.6%|112.0|48.1%|ELEMENTARY|SCHOOL DISTRICT|639 COUNTY RT 22|PARISH|NY|13131.0|"639 COUNTY RT 22
PARISH, NY 13131
(43.44325357200046, -76.05212215399968)"
460102|OSWEGO|ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCH DIST.|CENTRAL NEW YORK|2012-2013|39.0|24.5%|44.0|27.7%|83.0|52.2%|MIDDLE/HIGH|SCHOOL DISTRICT|639 COUNTY RT 22|PARISH|NY|13131.0|"639 COUNTY RT 22
PARISH, NY 13131
(43.44325357200046, -76.05212215399968)"
460500|OSWEGO|FULTON CITY SCHOOLS|CENTRAL NEW YORK|2012-2013|223.0|16.9%|301.0|22.8%|524.0|39.7%|DISTRICT TOTAL|SCHOOL DISTRICT|167 S 4TH ST|FULTON|NY|13069.0|"167 S 4TH ST
FULTON, NY 13069
(43.32154726100049, -76.41145201899963)"
460500|OSWEGO|FULTON CITY SCHOOLS|CENTRAL NEW YORK|2012-2013|126.0|15.6%|179.0|22.2%|305.0|37.7%|ELEMENTARY|SCHOOL DISTRICT|167 S 4TH ST|FULTON|NY|13069.0|"167 S 4TH ST
FULTON, NY 13069
(43.32154726100049, -76.41145201899963)"
460500|OSWEGO|FULTON CITY SCHOOLS|CENTRAL NEW YORK|2012-2013|97.0|19.1%|122.0|24%|219.0|43%|MIDDLE/HIGH|SCHOOL DISTRICT|167 S 4TH ST|FULTON|NY|13069.0|"167 S 4TH ST
FULTON, NY 13069
(43.32154726100049, -76.41145201899963)"
460701|OSWEGO|HANNIBAL CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|89.0|16.8%|137.0|25.8%|226.0|42.6%|DISTRICT TOTAL|SCHOOL DISTRICT|928 CAYUGA ST|HANNIBAL|NY|13074.0|"928 CAYUGA ST
HANNIBAL, NY 13074
(43.31779076100048, -76.57896860099964)"
460701|OSWEGO|HANNIBAL CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|58.0|13.8%|160.0|38.2%|218.0|52%|ELEMENTARY|SCHOOL DISTRICT|928 CAYUGA ST|HANNIBAL|NY|13074.0|"928 CAYUGA ST
HANNIBAL, NY 13074
(43.31779076100048, -76.57896860099964)"
460701|OSWEGO|HANNIBAL CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|31.0|16.2%|57.0|29.8%|88.0|46.1%|MIDDLE/HIGH|SCHOOL DISTRICT|928 CAYUGA ST|HANNIBAL|NY|13074.0|"928 CAYUGA ST
HANNIBAL, NY 13074
(43.31779076100048, -76.57896860099964)"
461901|OSWEGO|SANDY CREEK CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|30.0|13.3%|51.0|22.6%|81.0|35.8%|DISTRICT TOTAL|SCHOOL DISTRICT|124 SALISBURY ST|SANDY CREEK|NY|13145.0|"124 SALISBURY ST
SANDY CREEK, NY 13145
(43.64595378100046, -76.08018566799967)"
461901|OSWEGO|SANDY CREEK CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|14.0|10.8%|23.0|17.7%|37.0|28.5%|ELEMENTARY|SCHOOL DISTRICT|124 SALISBURY ST|SANDY CREEK|NY|13145.0|"124 SALISBURY ST
SANDY CREEK, NY 13145
(43.64595378100046, -76.08018566799967)"
461901|OSWEGO|SANDY CREEK CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|16.0|16.2%|28.0|28.3%|44.0|44.4%|MIDDLE/HIGH|SCHOOL DISTRICT|124 SALISBURY ST|SANDY CREEK|NY|13145.0|"124 SALISBURY ST
SANDY CREEK, NY 13145
(43.64595378100046, -76.08018566799967)"
462001|OSWEGO|PHOENIX CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|101.0|17%|140.0|23.6%|241.0|40.6%|DISTRICT TOTAL|SCHOOL DISTRICT|116 VOLNEY ST|PHOENIX|NY|13135.0|"116 VOLNEY ST
PHOENIX, NY 13135
(43.23923055400047, -76.30041238199965)"
462001|OSWEGO|PHOENIX CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|53.0|16.7%|76.0|24%|129.0|40.7%|ELEMENTARY|SCHOOL DISTRICT|116 VOLNEY ST|PHOENIX|NY|13135.0|"116 VOLNEY ST
PHOENIX, NY 13135
(43.23923055400047, -76.30041238199965)"
462001|OSWEGO|PHOENIX CENTRAL SCHOOL|CENTRAL NEW YORK|2012-2013|48.0|17.3%|64.0|23.1%|112.0|40.4%|MIDDLE/HIGH|SCHOOL DISTRICT|116 VOLNEY ST|PHOENIX|NY|13135.0|"116 VOLNEY ST
PHOENIX, NY 13135
(43.23923055400047, -76.30041238199965)"
470501|OTSEGO|EDMESTON CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|28.0|17.9%|32.0|20.5%|60.0|38.5%|DISTRICT TOTAL|SCHOOL DISTRICT|11 NORTH ST|EDMESTON|NY|13335.0|"11 NORTH ST
EDMESTON, NY 13335
(42.6989613340005, -75.24430558999967)"
470501|OTSEGO|EDMESTON CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|15.0|15.2%|17.0|17.2%|32.0|32.3%|ELEMENTARY|SCHOOL DISTRICT|11 NORTH ST|EDMESTON|NY|13335.0|"11 NORTH ST
EDMESTON, NY 13335
(42.6989613340005, -75.24430558999967)"
470501|OTSEGO|EDMESTON CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|13.0|17.8%|11.0|15.1%|24.0|32.9%|MIDDLE/HIGH|SCHOOL DISTRICT|11 NORTH ST|EDMESTON|NY|13335.0|"11 NORTH ST
EDMESTON, NY 13335
(42.6989613340005, -75.24430558999967)"
470801|OTSEGO|LAURENS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|22.0|19%|33.0|28.4%|55.0|47.4%|DISTRICT TOTAL|SCHOOL DISTRICT|55 MAIN ST|LAURENS|NY|13796.0|"55 MAIN ST
LAURENS, NY 13796
(42.531036997000456, -75.08872237299965)"
470801|OTSEGO|LAURENS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|12.0|18.5%|17.0|26.2%|29.0|44.6%|ELEMENTARY|SCHOOL DISTRICT|55 MAIN ST|LAURENS|NY|13796.0|"55 MAIN ST
LAURENS, NY 13796
(42.531036997000456, -75.08872237299965)"
470801|OTSEGO|LAURENS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|7.0|15.6%|16.0|35.6%|23.0|51.1%|MIDDLE/HIGH|SCHOOL DISTRICT|55 MAIN ST|LAURENS|NY|13796.0|"55 MAIN ST
LAURENS, NY 13796
(42.531036997000456, -75.08872237299965)"
471400|OTSEGO|ONEONTA CITY SCHOOLS|NORTHEASTERN NEW YORK|2012-2013|81.0|14.5%|76.0|13.6%|157.0|28.1%|DISTRICT TOTAL|SCHOOL DISTRICT|189 MAIN ST|ONEONTA|NY|13820.0|"189 MAIN ST
ONEONTA, NY 13820
(42.453838428000495, -75.06212526999963)"
471400|OTSEGO|ONEONTA CITY SCHOOLS|NORTHEASTERN NEW YORK|2012-2013|51.0|14.2%|46.0|12.8%|97.0|27%|ELEMENTARY|SCHOOL DISTRICT|189 MAIN ST|ONEONTA|NY|13820.0|"189 MAIN ST
ONEONTA, NY 13820
(42.453838428000495, -75.06212526999963)"
471400|OTSEGO|ONEONTA CITY SCHOOLS|NORTHEASTERN NEW YORK|2012-2013|30.0|15.2%|30.0|15.2%|60.0|30.3%|MIDDLE/HIGH|SCHOOL DISTRICT|189 MAIN ST|ONEONTA|NY|13820.0|"189 MAIN ST
ONEONTA, NY 13820
(42.453838428000495, -75.06212526999963)"
471701|OTSEGO|COOPERSTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|50.0|15.3%|43.0|13.2%|93.0|28.5%|DISTRICT TOTAL|SCHOOL DISTRICT|39 LINDEN AVE|COOPERSTOWN|NY|13326.0|"39 LINDEN AVE
COOPERSTOWN, NY 13326
(42.690528387000484, -74.93435851599963)"
471701|OTSEGO|COOPERSTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|25.0|13.8%|24.0|13.3%|49.0|27.1%|ELEMENTARY|SCHOOL DISTRICT|39 LINDEN AVE|COOPERSTOWN|NY|13326.0|"39 LINDEN AVE
COOPERSTOWN, NY 13326
(42.690528387000484, -74.93435851599963)"
471701|OTSEGO|COOPERSTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|25.0|17.2%|19.0|13.1%|44.0|30.3%|MIDDLE/HIGH|SCHOOL DISTRICT|39 LINDEN AVE|COOPERSTOWN|NY|13326.0|"39 LINDEN AVE
COOPERSTOWN, NY 13326
(42.690528387000484, -74.93435851599963)"
472001|OTSEGO|RICHFLD SPRINGS CENT SCH|NORTHEASTERN NEW YORK|2012-2013|32.0|24.6%|16.0|12.3%|48.0|36.9%|DISTRICT TOTAL|SCHOOL DISTRICT|93 MAIN ST|RICHFIELD SPRINGS|NY|13439.0|"93 MAIN ST
RICHFIELD SPRINGS, NY 13439
(42.85416677800049, -74.98982663399966)"
472001|OTSEGO|RICHFLD SPRINGS CENT SCH|NORTHEASTERN NEW YORK|2012-2013|26.0|30.2%|10.0|11.6%|36.0|41.9%|ELEMENTARY|SCHOOL DISTRICT|93 MAIN ST|RICHFIELD SPRINGS|NY|13439.0|"93 MAIN ST
RICHFIELD SPRINGS, NY 13439
(42.85416677800049, -74.98982663399966)"
472001|OTSEGO|RICHFLD SPRINGS CENT SCH|NORTHEASTERN NEW YORK|2012-2013|5.0|13.5%|||5.0|13.5%|MIDDLE/HIGH|SCHOOL DISTRICT|93 MAIN ST|RICHFIELD SPRINGS|NY|13439.0|"93 MAIN ST
RICHFIELD SPRINGS, NY 13439
(42.85416677800049, -74.98982663399966)"
472506|OTSEGO|WORCESTER CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|33.0|20.9%|38.0|24.1%|71.0|44.9%|DISTRICT TOTAL|SCHOOL DISTRICT|198 MAIN ST|WORCESTER|NY|12197.0|"198 MAIN ST
WORCESTER, NY 12197
(42.593042434000495, -74.74581252299964)"
472506|OTSEGO|WORCESTER CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|18.0|17.1%|25.0|23.8%|43.0|41%|ELEMENTARY|SCHOOL DISTRICT|198 MAIN ST|WORCESTER|NY|12197.0|"198 MAIN ST
WORCESTER, NY 12197
(42.593042434000495, -74.74581252299964)"
472506|OTSEGO|WORCESTER CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|12.0|26.1%|13.0|28.3%|25.0|54.3%|MIDDLE/HIGH|SCHOOL DISTRICT|198 MAIN ST|WORCESTER|NY|12197.0|"198 MAIN ST
WORCESTER, NY 12197
(42.593042434000495, -74.74581252299964)"
